instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
7546,2011/11/16,4,0,11,0,0,3,1,2,0.46,0.4545,0.94,0,31
7547,2011/11/16,4,0,11,1,0,3,1,3,0.46,0.4545,0.94,0.0896,5
7548,2011/11/16,4,0,11,2,0,3,1,2,0.46,0.4545,0.94,0.1045,10
7549,2011/11/16,4,0,11,3,0,3,1,2,0.46,0.4545,0.94,0.1045,5
7550,2011/11/16,4,0,11,4,0,3,1,2,0.44,0.4394,1,0.2239,4
7551,2011/11/16,4,0,11,5,0,3,1,3,0.46,0.4545,0.94,0.1045,13
7552,2011/11/16,4,0,11,6,0,3,1,2,0.46,0.4545,0.94,0.0896,56
7553,2011/11/16,4,0,11,7,0,3,1,3,0.46,0.4545,0.94,0,137
7554,2011/11/16,4,0,11,8,0,3,1,3,0.46,0.4545,0.94,0,232
7555,2011/11/16,4,0,11,9,0,3,1,3,0.46,0.4545,0.94,0,82
7556,2011/11/16,4,0,11,10,0,3,1,3,0.46,0.4545,0.94,0,36
7557,2011/11/16,4,0,11,11,0,3,1,3,0.46,0.4545,0.94,0.0896,60
7558,2011/11/16,4,0,11,12,0,3,1,3,0.46,0.4545,1,0,54
7559,2011/11/16,4,0,11,13,0,3,1,3,0.46,0.4545,0.94,0.1343,58
7560,2011/11/16,4,0,11,14,0,3,1,2,0.46,0.4545,1,0.1343,61
7561,2011/11/16,4,0,11,15,0,3,1,3,0.48,0.4697,0.94,0.1045,66
7562,2011/11/16,4,0,11,16,0,3,1,3,0.48,0.4697,0.94,0.1045,123
7563,2011/11/16,4,0,11,17,0,3,1,2,0.48,0.4697,0.88,0.194,233
7564,2011/11/16,4,0,11,18,0,3,1,3,0.46,0.4545,0.88,0.3881,189
7565,2011/11/16,4,0,11,19,0,3,1,3,0.46,0.4545,0.88,0.3881,111
7566,2011/11/16,4,0,11,20,0,3,1,3,0.44,0.4394,0.88,0.3881,99
7567,2011/11/16,4,0,11,21,0,3,1,3,0.44,0.4394,0.88,0.2836,75
7568,2011/11/16,4,0,11,22,0,3,1,3,0.42,0.4242,0.88,0.2239,46
7569,2011/11/16,4,0,11,23,0,3,1,3,0.42,0.4242,0.88,0.1343,31
7570,2011/11/17,4,0,11,0,0,4,1,2,0.42,0.4242,0.88,0.2537,24
7571,2011/11/17,4,0,11,1,0,4,1,2,0.42,0.4242,0.82,0.1642,5
7572,2011/11/17,4,0,11,2,0,4,1,2,0.42,0.4242,0.82,0.2239,5
7573,2011/11/17,4,0,11,3,0,4,1,2,0.42,0.4242,0.77,0.3284,3
7574,2011/11/17,4,0,11,4,0,4,1,2,0.4,0.4091,0.62,0.4179,4
7575,2011/11/17,4,0,11,5,0,4,1,3,0.34,0.303,0.71,0.3284,22
7576,2011/11/17,4,0,11,6,0,4,1,3,0.36,0.3485,0.57,0.2239,75
7577,2011/11/17,4,0,11,7,0,4,1,3,0.34,0.3182,0.61,0.2836,168
7578,2011/11/17,4,0,11,8,0,4,1,3,0.34,0.303,0.61,0.2985,355
7579,2011/11/17,4,0,11,9,0,4,1,2,0.34,0.303,0.61,0.3284,198
7580,2011/11/17,4,0,11,10,0,4,1,2,0.34,0.303,0.61,0.3284,81
7581,2011/11/17,4,0,11,11,0,4,1,3,0.32,0.303,0.66,0.3284,97
7582,2011/11/17,4,0,11,12,0,4,1,2,0.34,0.303,0.53,0.2985,121
7583,2011/11/17,4,0,11,13,0,4,1,2,0.34,0.303,0.49,0.4478,124
7584,2011/11/17,4,0,11,14,0,4,1,2,0.34,0.303,0.49,0.3881,110
7585,2011/11/17,4,0,11,15,0,4,1,2,0.34,0.303,0.49,0.4478,116
7586,2011/11/17,4,0,11,16,0,4,1,1,0.32,0.2879,0.39,0.4179,195
7587,2011/11/17,4,0,11,17,0,4,1,1,0.32,0.2879,0.42,0.3881,399
7588,2011/11/17,4,0,11,18,0,4,1,1,0.32,0.3182,0.39,0.194,307
7589,2011/11/17,4,0,11,19,0,4,1,1,0.3,0.2879,0.45,0.2239,217
7590,2011/11/17,4,0,11,20,0,4,1,1,0.3,0.2879,0.42,0.2836,169
7591,2011/11/17,4,0,11,21,0,4,1,1,0.3,0.2879,0.42,0.2537,116
7592,2011/11/17,4,0,11,22,0,4,1,1,0.26,0.2424,0.52,0.2537,84
7593,2011/11/17,4,0,11,23,0,4,1,1,0.26,0.2576,0.52,0.2239,58
7594,2011/11/18,4,0,11,0,0,5,1,1,0.26,0.2576,0.48,0.1642,30
7595,2011/11/18,4,0,11,1,0,5,1,1,0.26,0.2273,0.44,0.3284,10
7596,2011/11/18,4,0,11,2,0,5,1,1,0.24,0.2273,0.44,0.2239,10
7597,2011/11/18,4,0,11,3,0,5,1,1,0.24,0.2121,0.41,0.2836,2
7598,2011/11/18,4,0,11,4,0,5,1,1,0.22,0.2273,0.44,0.1642,5
7599,2011/11/18,4,0,11,5,0,5,1,1,0.22,0.2273,0.44,0.1343,22
7600,2011/11/18,4,0,11,6,0,5,1,1,0.22,0.2576,0.44,0.0896,71
7601,2011/11/18,4,0,11,7,0,5,1,1,0.22,0.2273,0.44,0.1642,216
7602,2011/11/18,4,0,11,8,0,5,1,1,0.22,0.2273,0.44,0.194,375
7603,2011/11/18,4,0,11,9,0,5,1,1,0.26,0.2576,0.41,0.194,213
7604,2011/11/18,4,0,11,10,0,5,1,1,0.26,0.2424,0.41,0.2836,115
7605,2011/11/18,4,0,11,11,0,5,1,1,0.3,0.303,0.36,0.1343,140
7606,2011/11/18,4,0,11,12,0,5,1,1,0.32,0.3333,0.33,0,165
7607,2011/11/18,4,0,11,13,0,5,1,1,0.34,0.3182,0.31,0.2239,177
7608,2011/11/18,4,0,11,14,0,5,1,1,0.34,0.3333,0.31,0.1343,154
7609,2011/11/18,4,0,11,15,0,5,1,1,0.34,0.3333,0.29,0.1343,178
7610,2011/11/18,4,0,11,16,0,5,1,1,0.34,0.3333,0.29,0.1343,209
7611,2011/11/18,4,0,11,17,0,5,1,1,0.32,0.3333,0.31,0.1343,378
7612,2011/11/18,4,0,11,18,0,5,1,1,0.3,0.303,0.36,0.1642,328
7613,2011/11/18,4,0,11,19,0,5,1,1,0.28,0.2727,0.41,0.1642,190
7614,2011/11/18,4,0,11,20,0,5,1,1,0.28,0.2727,0.48,0.194,137
7615,2011/11/18,4,0,11,21,0,5,1,1,0.28,0.2727,0.48,0.1642,111
7616,2011/11/18,4,0,11,22,0,5,1,1,0.26,0.2727,0.52,0.1045,97
7617,2011/11/18,4,0,11,23,0,5,1,1,0.26,0.2727,0.6,0.1343,59
7618,2011/11/19,4,0,11,0,0,6,0,1,0.26,0.2576,0.56,0.194,53
7619,2011/11/19,4,0,11,1,0,6,0,1,0.26,0.2273,0.52,0.2985,35
7620,2011/11/19,4,0,11,2,0,6,0,1,0.24,0.2424,0.56,0.1642,46
7621,2011/11/19,4,0,11,3,0,6,0,1,0.26,0.2424,0.48,0.2537,15
7622,2011/11/19,4,0,11,4,0,6,0,1,0.26,0.2273,0.48,0.3284,8
7623,2011/11/19,4,0,11,5,0,6,0,1,0.24,0.2273,0.56,0.2537,2
7624,2011/11/19,4,0,11,6,0,6,0,1,0.24,0.2121,0.6,0.3284,12
7625,2011/11/19,4,0,11,7,0,6,0,1,0.24,0.2273,0.6,0.2537,41
7626,2011/11/19,4,0,11,8,0,6,0,1,0.26,0.2424,0.56,0.2537,92
7627,2011/11/19,4,0,11,9,0,6,0,1,0.28,0.2576,0.52,0.2985,142
7628,2011/11/19,4,0,11,10,0,6,0,1,0.32,0.303,0.45,0.2537,200
7629,2011/11/19,4,0,11,11,0,6,0,1,0.36,0.3788,0.4,0,233
7630,2011/11/19,4,0,11,12,0,6,0,1,0.4,0.4091,0.35,0.2836,311
7631,2011/11/19,4,0,11,13,0,6,0,1,0.42,0.4242,0.3,0.2836,363
7632,2011/11/19,4,0,11,14,0,6,0,1,0.42,0.4242,0.32,0.2985,349
7633,2011/11/19,4,0,11,15,0,6,0,1,0.42,0.4242,0.41,0.194,382
7634,2011/11/19,4,0,11,16,0,6,0,1,0.42,0.4242,0.38,0.2985,287
7635,2011/11/19,4,0,11,17,0,6,0,1,0.4,0.4091,0.4,0.194,232
7636,2011/11/19,4,0,11,18,0,6,0,1,0.38,0.3939,0.46,0.1343,208
7637,2011/11/19,4,0,11,19,0,6,0,2,0.34,0.3333,0.71,0.1343,182
7638,2011/11/19,4,0,11,20,0,6,0,2,0.36,0.3636,0.57,0.1045,163
7639,2011/11/19,4,0,11,21,0,6,0,2,0.36,0.3485,0.62,0.194,108
7640,2011/11/19,4,0,11,22,0,6,0,2,0.38,0.3939,0.62,0.1642,106
7641,2011/11/19,4,0,11,23,0,6,0,1,0.38,0.3939,0.62,0.2239,93
7642,2011/11/20,4,0,11,0,0,0,0,1,0.38,0.3939,0.66,0.1642,93
7643,2011/11/20,4,0,11,1,0,0,0,1,0.4,0.4091,0.62,0.2537,84
7644,2011/11/20,4,0,11,2,0,0,0,1,0.4,0.4091,0.62,0.2836,56
7645,2011/11/20,4,0,11,3,0,0,0,2,0.4,0.4091,0.66,0.2836,37
7646,2011/11/20,4,0,11,4,0,0,0,2,0.4,0.4091,0.71,0.2836,12
7647,2011/11/20,4,0,11,5,0,0,0,2,0.42,0.4242,0.67,0.2836,4
7648,2011/11/20,4,0,11,6,0,0,0,2,0.42,0.4242,0.67,0.2537,9
7649,2011/11/20,4,0,11,7,0,0,0,1,0.42,0.4242,0.67,0.2239,23
7650,2011/11/20,4,0,11,8,0,0,0,2,0.42,0.4242,0.71,0.2836,65
7651,2011/11/20,4,0,11,9,0,0,0,1,0.44,0.4394,0.72,0.1642,138
7652,2011/11/20,4,0,11,10,0,0,0,2,0.44,0.4394,0.72,0.1045,229
7653,2011/11/20,4,0,11,11,0,0,0,2,0.5,0.4848,0.63,0.1045,286
7654,2011/11/20,4,0,11,12,0,0,0,2,0.5,0.4848,0.63,0.1343,304
7655,2011/11/20,4,0,11,13,0,0,0,2,0.54,0.5152,0.6,0.194,369
7656,2011/11/20,4,0,11,14,0,0,0,1,0.52,0.5,0.63,0.2537,363
7657,2011/11/20,4,0,11,15,0,0,0,2,0.52,0.5,0.68,0.194,351
7658,2011/11/20,4,0,11,16,0,0,0,2,0.52,0.5,0.63,0.1343,306
7659,2011/11/20,4,0,11,17,0,0,0,2,0.52,0.5,0.63,0.194,203
7660,2011/11/20,4,0,11,18,0,0,0,2,0.54,0.5152,0.64,0.194,145
7661,2011/11/20,4,0,11,19,0,0,0,2,0.5,0.4848,0.72,0.1045,157
7662,2011/11/20,4,0,11,20,0,0,0,2,0.52,0.5,0.68,0.1045,113
7663,2011/11/20,4,0,11,21,0,0,0,2,0.48,0.4697,0.77,0.0896,105
7664,2011/11/20,4,0,11,22,0,0,0,3,0.46,0.4545,0.88,0.0896,40
7665,2011/11/20,4,0,11,23,0,0,0,3,0.46,0.4545,0.88,0.0896,28
7666,2011/11/21,4,0,11,0,0,1,1,2,0.46,0.4545,0.94,0,17
7667,2011/11/21,4,0,11,1,0,1,1,3,0.46,0.4545,0.94,0.194,12
7668,2011/11/21,4,0,11,2,0,1,1,3,0.44,0.4394,1,0.194,3
7669,2011/11/21,4,0,11,3,0,1,1,3,0.44,0.4394,1,0.1343,4
7670,2011/11/21,4,0,11,4,0,1,1,3,0.44,0.4394,1,0.1343,5
7671,2011/11/21,4,0,11,5,0,1,1,2,0.44,0.4394,1,0,20
7672,2011/11/21,4,0,11,6,0,1,1,2,0.42,0.4242,1,0,76
7673,2011/11/21,4,0,11,7,0,1,1,2,0.46,0.4545,0.94,0.1642,246
7674,2011/11/21,4,0,11,8,0,1,1,2,0.46,0.4545,0.94,0,391
7675,2011/11/21,4,0,11,9,0,1,1,2,0.48,0.4697,0.94,0.1045,237
7676,2011/11/21,4,0,11,10,0,1,1,2,0.52,0.5,0.83,0,135
7677,2011/11/21,4,0,11,11,0,1,1,2,0.52,0.5,0.83,0.1045,128
7678,2011/11/21,4,0,11,12,0,1,1,2,0.5,0.4848,0.77,0.1343,162
7679,2011/11/21,4,0,11,13,0,1,1,2,0.5,0.4848,0.77,0.1343,134
7680,2011/11/21,4,0,11,14,0,1,1,2,0.48,0.4697,0.82,0.194,135
7681,2011/11/21,4,0,11,15,0,1,1,3,0.44,0.4394,0.94,0.2239,108
7682,2011/11/21,4,0,11,16,0,1,1,3,0.44,0.4394,0.94,0.2239,108
7683,2011/11/21,4,0,11,17,0,1,1,3,0.42,0.4242,0.94,0.2985,210
7684,2011/11/21,4,0,11,18,0,1,1,3,0.42,0.4242,0.88,0.194,192
7685,2011/11/21,4,0,11,19,0,1,1,3,0.4,0.4091,0.94,0.194,137
7686,2011/11/21,4,0,11,20,0,1,1,3,0.4,0.4091,0.87,0.2239,80
7687,2011/11/21,4,0,11,21,0,1,1,3,0.4,0.4091,0.87,0.1642,114
7688,2011/11/21,4,0,11,22,0,1,1,3,0.4,0.4091,0.87,0.1343,78
7689,2011/11/21,4,0,11,23,0,1,1,3,0.4,0.4091,0.87,0.1642,33
7690,2011/11/22,4,0,11,0,0,2,1,3,0.38,0.3939,0.94,0.1045,14
7691,2011/11/22,4,0,11,1,0,2,1,3,0.4,0.4091,0.94,0.1343,6
7692,2011/11/22,4,0,11,2,0,2,1,3,0.38,0.3939,1,0.1045,6
7693,2011/11/22,4,0,11,3,0,2,1,3,0.38,0.3939,1,0.1045,3
7694,2011/11/22,4,0,11,4,0,2,1,3,0.38,0.3939,0.94,0.1642,7
7695,2011/11/22,4,0,11,5,0,2,1,3,0.38,0.3939,0.94,0.1642,18
7696,2011/11/22,4,0,11,6,0,2,1,2,0.38,0.3939,0.94,0.1045,64
7697,2011/11/22,4,0,11,7,0,2,1,3,0.38,0.3939,0.94,0.2239,121
7698,2011/11/22,4,0,11,8,0,2,1,3,0.38,0.3939,0.94,0.2239,190
7699,2011/11/22,4,0,11,9,0,2,1,3,0.4,0.4091,0.94,0,149
7700,2011/11/22,4,0,11,10,0,2,1,3,0.4,0.4091,0.94,0,52
7701,2011/11/22,4,0,11,11,0,2,1,3,0.4,0.4091,0.94,0.1343,32
7702,2011/11/22,4,0,11,12,0,2,1,3,0.4,0.4091,1,0.0896,21
7703,2011/11/22,4,0,11,13,0,2,1,3,0.42,0.4242,1,0.0896,26
7704,2011/11/22,4,0,11,14,0,2,1,3,0.42,0.4242,1,0.0896,35
7705,2011/11/22,4,0,11,15,0,2,1,3,0.44,0.4394,0.94,0,34
7706,2011/11/22,4,0,11,16,0,2,1,3,0.44,0.4394,0.94,0,62
7707,2011/11/22,4,0,11,17,0,2,1,3,0.44,0.4394,1,0.0896,165
7708,2011/11/22,4,0,11,18,0,2,1,3,0.44,0.4394,1,0,148
7709,2011/11/22,4,0,11,19,0,2,1,3,0.46,0.4545,0.94,0.1045,111
7710,2011/11/22,4,0,11,20,0,2,1,2,0.46,0.4545,1,0.2239,127
7711,2011/11/22,4,0,11,21,0,2,1,2,0.46,0.4545,1,0.2537,90
7712,2011/11/22,4,0,11,22,0,2,1,2,0.5,0.4848,0.94,0.194,87
7713,2011/11/22,4,0,11,23,0,2,1,2,0.48,0.4697,0.94,0.2537,39
7714,2011/11/23,4,0,11,0,0,3,1,2,0.48,0.4697,0.94,0.2537,16
7715,2011/11/23,4,0,11,1,0,3,1,2,0.48,0.4697,0.94,0.2985,8
7716,2011/11/23,4,0,11,2,0,3,1,3,0.5,0.4848,0.94,0.3582,6
7717,2011/11/23,4,0,11,3,0,3,1,3,0.5,0.4848,0.94,0.3582,3
7718,2011/11/23,4,0,11,4,0,3,1,3,0.52,0.5,0.88,0.3582,5
7719,2011/11/23,4,0,11,5,0,3,1,2,0.46,0.4545,0.94,0.194,17
7720,2011/11/23,4,0,11,6,0,3,1,2,0.44,0.4394,1,0,69
7721,2011/11/23,4,0,11,7,0,3,1,2,0.46,0.4545,1,0.0896,156
7722,2011/11/23,4,0,11,8,0,3,1,2,0.48,0.4697,0.94,0.1045,323
7723,2011/11/23,4,0,11,9,0,3,1,2,0.52,0.5,0.94,0.194,167
7724,2011/11/23,4,0,11,10,0,3,1,2,0.52,0.5,0.94,0.194,76
7725,2011/11/23,4,0,11,11,0,3,1,2,0.5,0.4848,0.72,0.4179,116
7726,2011/11/23,4,0,11,12,0,3,1,1,0.48,0.4697,0.55,0.4179,160
7727,2011/11/23,4,0,11,13,0,3,1,2,0.44,0.4394,0.54,0.4925,174
7728,2011/11/23,4,0,11,14,0,3,1,1,0.42,0.4242,0.54,0.4627,213
7729,2011/11/23,4,0,11,15,0,3,1,2,0.42,0.4242,0.54,0.4478,207
7730,2011/11/23,4,0,11,16,0,3,1,2,0.4,0.4091,0.62,0.4627,173
7731,2011/11/23,4,0,11,17,0,3,1,3,0.38,0.3939,0.71,0.3881,163
7732,2011/11/23,4,0,11,18,0,3,1,2,0.4,0.4091,0.58,0.5224,145
7733,2011/11/23,4,0,11,19,0,3,1,1,0.38,0.3939,0.58,0.3881,122
7734,2011/11/23,4,0,11,20,0,3,1,1,0.36,0.3333,0.62,0.3881,68
7735,2011/11/23,4,0,11,21,0,3,1,1,0.36,0.3182,0.57,0.4627,66
7736,2011/11/23,4,0,11,22,0,3,1,1,0.34,0.303,0.61,0.4478,62
7737,2011/11/23,4,0,11,23,0,3,1,1,0.34,0.303,0.61,0.3582,51
7738,2011/11/24,4,0,11,0,1,4,0,1,0.32,0.303,0.57,0.2239,23
7739,2011/11/24,4,0,11,1,1,4,0,1,0.32,0.2879,0.57,0.4179,24
7740,2011/11/24,4,0,11,2,1,4,0,1,0.3,0.2879,0.61,0.2836,22
7741,2011/11/24,4,0,11,3,1,4,0,1,0.28,0.2879,0.65,0.1343,5
7742,2011/11/24,4,0,11,4,1,4,0,1,0.3,0.3182,0.61,0.0896,2
7743,2011/11/24,4,0,11,5,1,4,0,1,0.3,0.3182,0.61,0.1045,11
7744,2011/11/24,4,0,11,6,1,4,0,1,0.3,0.3182,0.61,0.0896,6
7745,2011/11/24,4,0,11,7,1,4,0,1,0.26,0.2727,0.75,0.1045,40
7746,2011/11/24,4,0,11,8,1,4,0,1,0.3,0.3182,0.65,0.0896,46
7747,2011/11/24,4,0,11,9,1,4,0,1,0.34,0.3485,0.61,0,81
7748,2011/11/24,4,0,11,10,1,4,0,1,0.36,0.3788,0.57,0,98
7749,2011/11/24,4,0,11,11,1,4,0,1,0.42,0.4242,0.41,0.2985,142
7750,2011/11/24,4,0,11,12,1,4,0,1,0.46,0.4545,0.36,0.2239,150
7751,2011/11/24,4,0,11,13,1,4,0,1,0.48,0.4697,0.33,0.2239,175
7752,2011/11/24,4,0,11,14,1,4,0,1,0.5,0.4848,0.31,0.2985,168
7753,2011/11/24,4,0,11,15,1,4,0,1,0.5,0.4848,0.31,0.2537,149
7754,2011/11/24,4,0,11,16,1,4,0,1,0.5,0.4848,0.34,0.2836,114
7755,2011/11/24,4,0,11,17,1,4,0,1,0.48,0.4697,0.33,0.1045,74
7756,2011/11/24,4,0,11,18,1,4,0,1,0.42,0.4242,0.5,0.0896,37
7757,2011/11/24,4,0,11,19,1,4,0,1,0.4,0.4091,0.54,0.1045,28
7758,2011/11/24,4,0,11,20,1,4,0,1,0.36,0.3485,0.76,0.1642,31
7759,2011/11/24,4,0,11,21,1,4,0,1,0.36,0.3485,0.71,0.1642,26
7760,2011/11/24,4,0,11,22,1,4,0,1,0.36,0.3485,0.71,0.1642,22
7761,2011/11/24,4,0,11,23,1,4,0,1,0.34,0.3485,0.76,0.1045,21
7762,2011/11/25,4,0,11,0,0,5,1,1,0.34,0.3333,0.76,0.1642,29
7763,2011/11/25,4,0,11,1,0,5,1,1,0.34,0.3636,0.76,0,14
7764,2011/11/25,4,0,11,2,0,5,1,1,0.28,0.2879,0.81,0.1045,10
7765,2011/11/25,4,0,11,3,0,5,1,1,0.28,0.2879,0.75,0.1045,2
7766,2011/11/25,4,0,11,4,0,5,1,1,0.3,0.3182,0.75,0.1045,7
7767,2011/11/25,4,0,11,5,0,5,1,1,0.28,0.3182,0.75,0,5
7768,2011/11/25,4,0,11,6,0,5,1,1,0.26,0.2727,0.81,0.1045,13
7769,2011/11/25,4,0,11,7,0,5,1,1,0.26,0.303,0.81,0,35
7770,2011/11/25,4,0,11,8,0,5,1,1,0.26,0.2727,0.81,0.1343,74
7771,2011/11/25,4,0,11,9,0,5,1,1,0.32,0.3485,0.76,0,95
7772,2011/11/25,4,0,11,10,0,5,1,1,0.36,0.3485,0.71,0.1642,142
7773,2011/11/25,4,0,11,11,0,5,1,1,0.4,0.4091,0.66,0.1045,226
7774,2011/11/25,4,0,11,12,0,5,1,1,0.46,0.4545,0.51,0.1045,272
7775,2011/11/25,4,0,11,13,0,5,1,1,0.5,0.4848,0.45,0.2239,283
7776,2011/11/25,4,0,11,14,0,5,1,1,0.52,0.5,0.39,0.2239,272
7777,2011/11/25,4,0,11,15,0,5,1,1,0.52,0.5,0.36,0.194,310
7778,2011/11/25,4,0,11,16,0,5,1,1,0.5,0.4848,0.39,0.1642,261
7779,2011/11/25,4,0,11,17,0,5,1,1,0.5,0.4848,0.34,0.1045,184
7780,2011/11/25,4,0,11,18,0,5,1,1,0.46,0.4545,0.44,0.0896,153
7781,2011/11/25,4,0,11,19,0,5,1,1,0.42,0.4242,0.67,0,134
7782,2011/11/25,4,0,11,20,0,5,1,1,0.4,0.4091,0.58,0.0896,95
7783,2011/11/25,4,0,11,21,0,5,1,1,0.36,0.3788,0.71,0,85
7784,2011/11/25,4,0,11,22,0,5,1,1,0.34,0.3485,0.71,0.0896,58
7785,2011/11/25,4,0,11,23,0,5,1,1,0.34,0.3485,0.76,0.1045,33
7786,2011/11/26,4,0,11,0,0,6,0,1,0.34,0.3485,0.76,0.1045,47
7787,2011/11/26,4,0,11,1,0,6,0,1,0.32,0.3333,0.76,0.0896,29
7788,2011/11/26,4,0,11,2,0,6,0,1,0.3,0.3182,0.81,0.1045,23
7789,2011/11/26,4,0,11,3,0,6,0,1,0.3,0.3333,0.81,0,17
7790,2011/11/26,4,0,11,4,0,6,0,1,0.3,0.3333,0.81,0,4
7791,2011/11/26,4,0,11,5,0,6,0,1,0.3,0.3182,0.75,0.1045,3
7792,2011/11/26,4,0,11,6,0,6,0,2,0.3,0.3182,0.75,0.0896,10
7793,2011/11/26,4,0,11,7,0,6,0,1,0.26,0.2727,0.87,0.1045,17
7794,2011/11/26,4,0,11,8,0,6,0,1,0.32,0.3333,0.76,0.0896,60
7795,2011/11/26,4,0,11,9,0,6,0,1,0.34,0.3485,0.76,0.0896,83
7796,2011/11/26,4,0,11,10,0,6,0,1,0.36,0.3788,0.81,0,141
7797,2011/11/26,4,0,11,11,0,6,0,1,0.4,0.4091,0.62,0.1045,230
7798,2011/11/26,4,0,11,12,0,6,0,1,0.44,0.4394,0.51,0,309
7799,2011/11/26,4,0,11,13,0,6,0,1,0.48,0.4697,0.44,0,325
7800,2011/11/26,4,0,11,14,0,6,0,2,0.48,0.4697,0.48,0.1343,299
7801,2011/11/26,4,0,11,15,0,6,0,2,0.5,0.4848,0.42,0.1045,314
7802,2011/11/26,4,0,11,16,0,6,0,2,0.46,0.4545,0.47,0.1343,275
7803,2011/11/26,4,0,11,17,0,6,0,2,0.46,0.4545,0.47,0.1343,184
7804,2011/11/26,4,0,11,18,0,6,0,2,0.42,0.4242,0.62,0.1642,185
7805,2011/11/26,4,0,11,19,0,6,0,2,0.4,0.4091,0.71,0.0896,146
7806,2011/11/26,4,0,11,20,0,6,0,2,0.42,0.4242,0.58,0,141
7807,2011/11/26,4,0,11,21,0,6,0,2,0.38,0.3939,0.82,0,92
7808,2011/11/26,4,0,11,22,0,6,0,2,0.38,0.3939,0.76,0,65
7809,2011/11/26,4,0,11,23,0,6,0,1,0.36,0.3788,0.81,0,69
7810,2011/11/27,4,0,11,0,0,0,0,1,0.36,0.3788,0.81,0,46
7811,2011/11/27,4,0,11,1,0,0,0,1,0.36,0.3788,0.81,0,44
7812,2011/11/27,4,0,11,2,0,0,0,1,0.34,0.3636,0.81,0,31
7813,2011/11/27,4,0,11,3,0,0,0,1,0.34,0.3636,0.87,0,17
7814,2011/11/27,4,0,11,4,0,0,0,1,0.34,0.3485,0.87,0.1045,4
7815,2011/11/27,4,0,11,5,0,0,0,1,0.36,0.3485,0.87,0.194,5
7816,2011/11/27,4,0,11,6,0,0,0,1,0.38,0.3939,0.82,0.1642,9
7817,2011/11/27,4,0,11,7,0,0,0,1,0.38,0.3939,0.87,0.2239,23
7818,2011/11/27,4,0,11,8,0,0,0,1,0.4,0.4091,0.82,0.2985,42
7819,2011/11/27,4,0,11,9,0,0,0,1,0.46,0.4545,0.72,0.2836,111
7820,2011/11/27,4,0,11,10,0,0,0,1,0.46,0.4545,0.72,0.2836,189
7821,2011/11/27,4,0,11,11,0,0,0,1,0.5,0.4848,0.63,0.3582,240
7822,2011/11/27,4,0,11,12,0,0,0,1,0.54,0.5152,0.56,0.2836,256
7823,2011/11/27,4,0,11,13,0,0,0,1,0.54,0.5152,0.6,0.194,313
7824,2011/11/27,4,0,11,14,0,0,0,1,0.62,0.6212,0.43,0.4627,313
7825,2011/11/27,4,0,11,15,0,0,0,1,0.62,0.6212,0.43,0.2836,317
7826,2011/11/27,4,0,11,16,0,0,0,1,0.56,0.5303,0.52,0.2537,323
7827,2011/11/27,4,0,11,17,0,0,0,1,0.54,0.5152,0.56,0.194,204
7828,2011/11/27,4,0,11,18,0,0,0,1,0.5,0.4848,0.63,0.1642,155
7829,2011/11/27,4,0,11,19,0,0,0,1,0.48,0.4697,0.67,0.2239,139
7830,2011/11/27,4,0,11,20,0,0,0,1,0.5,0.4848,0.63,0.2537,104
7831,2011/11/27,4,0,11,21,0,0,0,1,0.48,0.4697,0.67,0.2836,88
7832,2011/11/27,4,0,11,22,0,0,0,1,0.48,0.4697,0.72,0.2537,66
7833,2011/11/27,4,0,11,23,0,0,0,1,0.48,0.4697,0.72,0.2537,32
7834,2011/11/28,4,0,11,0,0,1,1,1,0.46,0.4545,0.77,0.2836,16
7835,2011/11/28,4,0,11,1,0,1,1,1,0.46,0.4545,0.77,0.2985,13
7836,2011/11/28,4,0,11,3,0,1,1,1,0.44,0.4394,0.88,0.2239,5
7837,2011/11/28,4,0,11,4,0,1,1,1,0.44,0.4394,0.82,0.0896,4
7838,2011/11/28,4,0,11,5,0,1,1,1,0.4,0.4091,0.87,0,34
7839,2011/11/28,4,0,11,6,0,1,1,1,0.42,0.4242,0.82,0.0896,104
7840,2011/11/28,4,0,11,7,0,1,1,1,0.42,0.4242,0.88,0,277
7841,2011/11/28,4,0,11,8,0,1,1,2,0.42,0.4242,0.94,0,407
7842,2011/11/28,4,0,11,9,0,1,1,2,0.44,0.4394,0.88,0.2239,208
7843,2011/11/28,4,0,11,10,0,1,1,2,0.48,0.4697,0.77,0.1343,107
7844,2011/11/28,4,0,11,11,0,1,1,2,0.52,0.5,0.68,0.1045,118
7845,2011/11/28,4,0,11,12,0,1,1,1,0.56,0.5303,0.6,0.1045,178
7846,2011/11/28,4,0,11,13,0,1,1,2,0.58,0.5455,0.56,0,162
7847,2011/11/28,4,0,11,14,0,1,1,1,0.6,0.6212,0.56,0,143
7848,2011/11/28,4,0,11,15,0,1,1,1,0.58,0.5455,0.6,0.1642,150
7849,2011/11/28,4,0,11,16,0,1,1,1,0.56,0.5303,0.6,0.194,264
7850,2011/11/28,4,0,11,17,0,1,1,1,0.58,0.5455,0.56,0.194,468
7851,2011/11/28,4,0,11,18,0,1,1,1,0.56,0.5303,0.64,0.2239,416
7852,2011/11/28,4,0,11,19,0,1,1,1,0.54,0.5152,0.73,0.2239,264
7853,2011/11/28,4,0,11,20,0,1,1,2,0.54,0.5152,0.73,0.2537,218
