instant,dteday,hr,weathersit,temp,atemp,hum,windspeed,cnt
12060,2012/5/22,16,1,27.88,31.82,61,7.0015,386
12061,2012/5/22,17,1,29.52,33.335,54,0,785
12062,2012/5/22,18,1,27.88,31.82,61,8.9981,785
12063,2012/5/22,19,1,27.06,31.06,69,15.0013,364
12064,2012/5/22,20,1,26.24,30.305,73,16.9979,373
12065,2012/5/22,21,1,25.42,29.545,78,8.9981,261
12066,2012/5/22,22,1,25.42,29.545,73,6.0032,174
12067,2012/5/22,23,1,25.42,29.545,73,7.0015,105
12068,2012/5/23,0,1,25.42,29.545,78,8.9981,47
12069,2012/5/23,1,1,24.6,28.03,83,11.0014,32
12070,2012/5/23,2,2,24.6,28.03,83,11.0014,12
12071,2012/5/23,3,1,24.6,28.79,78,7.0015,5
12072,2012/5/23,4,3,23.78,27.275,83,12.998,3
12073,2012/5/23,5,3,22.96,26.515,88,16.9979,35
12074,2012/5/23,6,1,22.96,26.515,88,7.0015,160
12075,2012/5/23,7,1,23.78,27.275,83,0,468
12076,2012/5/23,8,1,23.78,27.275,83,0,719
12077,2012/5/23,9,2,25.42,29.545,78,0,297
12078,2012/5/23,10,1,25.42,29.545,78,6.0032,191
12079,2012/5/23,11,1,26.24,30.305,73,0,197
12080,2012/5/23,12,2,27.06,31.06,69,6.0032,248
12081,2012/5/23,13,2,27.06,31.06,74,11.0014,270
12082,2012/5/23,14,1,27.88,31.82,65,8.9981,248
12083,2012/5/23,15,2,28.7,32.575,61,0,257
12084,2012/5/23,16,3,28.7,32.575,61,6.0032,278
12085,2012/5/23,17,3,26.24,30.305,69,7.0015,285
12086,2012/5/23,18,3,26.24,30.305,69,7.0015,327
12087,2012/5/23,19,2,25.42,28.79,83,11.0014,376
12088,2012/5/23,20,2,25.42,28.79,83,6.0032,295
12089,2012/5/23,21,2,25.42,28.79,83,0,245
12090,2012/5/23,22,2,25.42,28.79,83,11.0014,159
12091,2012/5/23,23,1,24.6,28.03,83,8.9981,106
12092,2012/5/24,0,1,24.6,28.03,83,6.0032,56
12093,2012/5/24,1,1,24.6,27.275,88,6.0032,30
12094,2012/5/24,2,1,24.6,27.275,88,0,16
12095,2012/5/24,3,2,24.6,27.275,88,7.0015,4
12096,2012/5/24,4,2,24.6,27.275,88,11.0014,5
12097,2012/5/24,5,2,24.6,27.275,88,11.0014,30
12098,2012/5/24,6,2,24.6,27.275,88,11.0014,156
12099,2012/5/24,7,1,24.6,28.03,83,7.0015,415
12100,2012/5/24,8,1,25.42,29.545,73,8.9981,692
12101,2012/5/24,9,1,25.42,29.545,73,11.0014,301
12102,2012/5/24,10,1,26.24,30.305,65,8.9981,185
12103,2012/5/24,11,1,27.06,31.06,65,8.9981,221
12104,2012/5/24,12,1,28.7,32.575,58,7.0015,289
12105,2012/5/24,13,1,29.52,33.335,54,11.0014,302
12106,2012/5/24,14,1,30.34,34.09,55,15.0013,252
12107,2012/5/24,15,1,30.34,34.09,55,16.9979,291
12108,2012/5/24,16,1,30.34,34.09,55,23.9994,390
12109,2012/5/24,17,1,30.34,34.09,55,19.0012,798
12110,2012/5/24,18,1,29.52,33.335,54,22.0028,752
12111,2012/5/24,19,1,28.7,32.575,61,19.9995,492
12112,2012/5/24,20,2,27.06,31.06,69,19.0012,398
12113,2012/5/24,21,3,26.24,29.545,78,11.0014,285
12114,2012/5/24,22,2,26.24,29.545,78,7.0015,243
12115,2012/5/24,23,2,26.24,29.545,78,8.9981,167
12116,2012/5/25,0,1,25.42,28.79,83,8.9981,73
12117,2012/5/25,1,1,25.42,28.79,83,6.0032,42
12118,2012/5/25,2,2,25.42,28.79,83,0,23
12119,2012/5/25,3,2,25.42,28.03,88,7.0015,14
12120,2012/5/25,4,2,25.42,28.03,88,0,9
12121,2012/5/25,5,2,25.42,28.03,88,6.0032,30
12122,2012/5/25,6,2,25.42,28.03,88,7.0015,113
12123,2012/5/25,7,2,25.42,28.03,88,11.0014,359
12124,2012/5/25,8,2,26.24,28.79,89,7.0015,583
12125,2012/5/25,9,2,26.24,28.79,89,8.9981,340
12126,2012/5/25,10,1,27.88,31.82,79,11.0014,232
12127,2012/5/25,11,1,27.88,31.82,79,8.9981,283
12128,2012/5/25,12,1,29.52,34.09,66,7.0015,321
12129,2012/5/25,13,1,30.34,34.09,62,8.9981,333
12130,2012/5/25,14,1,30.34,34.09,58,8.9981,367
12131,2012/5/25,15,1,31.16,35.605,62,12.998,466
12132,2012/5/25,16,1,31.98,35.605,52,15.0013,584
12133,2012/5/25,17,1,31.16,35.605,62,19.0012,653
12134,2012/5/25,18,1,31.16,35.605,62,12.998,522
12135,2012/5/25,19,1,30.34,34.09,62,16.9979,404
12136,2012/5/25,20,1,28.7,32.575,65,11.0014,350
12137,2012/5/25,21,1,28.7,32.575,65,8.9981,255
12138,2012/5/25,22,1,27.06,31.06,74,7.0015,212
12139,2012/5/25,23,1,27.06,30.305,78,15.0013,166
12140,2012/5/26,0,1,26.24,28.79,83,11.0014,116
12141,2012/5/26,1,1,26.24,28.79,83,8.9981,82
12142,2012/5/26,2,1,26.24,28.79,89,8.9981,64
12143,2012/5/26,3,1,25.42,28.03,88,7.0015,31
12144,2012/5/26,4,1,25.42,28.03,88,8.9981,2
12145,2012/5/26,5,1,25.42,28.79,83,16.9979,10
12146,2012/5/26,6,1,25.42,28.03,88,12.998,31
12147,2012/5/26,7,2,25.42,28.03,88,11.0014,54
12148,2012/5/26,8,1,26.24,29.545,78,8.9981,141
12149,2012/5/26,9,1,26.24,28.79,83,12.998,289
12150,2012/5/26,10,1,27.88,31.82,79,15.0013,437
12151,2012/5/26,11,1,28.7,33.335,74,12.998,520
12152,2012/5/26,12,1,30.34,34.85,66,15.0013,529
12153,2012/5/26,13,1,31.16,36.365,66,12.998,539
12154,2012/5/26,14,1,31.16,36.365,66,15.0013,564
12155,2012/5/26,15,1,31.16,36.365,66,19.0012,513
12156,2012/5/26,16,1,31.98,36.365,55,16.9979,504
12157,2012/5/26,17,2,31.98,35.605,52,16.9979,462
12158,2012/5/26,18,2,31.16,34.85,52,12.998,415
12159,2012/5/26,19,2,30.34,34.85,66,15.0013,373
12160,2012/5/26,20,2,30.34,34.09,55,12.998,255
12161,2012/5/26,21,2,29.52,34.09,62,12.998,251
12162,2012/5/26,22,1,28.7,33.335,74,16.9979,204
12163,2012/5/26,23,1,28.7,33.335,74,16.9979,150
12164,2012/5/27,0,2,27.88,31.82,69,11.0014,137
12165,2012/5/27,1,1,27.06,31.06,74,15.0013,78
12166,2012/5/27,2,1,26.24,30.305,73,15.0013,61
12167,2012/5/27,3,1,26.24,30.305,73,11.0014,36
12168,2012/5/27,4,1,25.42,28.79,83,12.998,11
12169,2012/5/27,5,1,25.42,28.79,83,12.998,7
12170,2012/5/27,6,1,25.42,28.79,83,11.0014,22
12171,2012/5/27,7,1,25.42,28.03,88,11.0014,52
12172,2012/5/27,8,1,26.24,28.79,83,12.998,151
12173,2012/5/27,9,1,27.06,30.305,83,15.0013,270
12174,2012/5/27,10,1,27.88,31.82,74,16.9979,424
12175,2012/5/27,11,1,29.52,34.09,66,15.0013,519
12176,2012/5/27,12,1,30.34,34.85,66,16.9979,570
12177,2012/5/27,13,1,31.16,35.605,58,12.998,498
12178,2012/5/27,14,1,31.16,35.605,58,16.9979,547
12179,2012/5/27,15,1,31.98,35.605,52,19.0012,535
12180,2012/5/27,16,1,31.98,35.605,52,19.0012,501
12181,2012/5/27,17,1,31.98,35.605,49,19.9995,522
12182,2012/5/27,18,1,31.16,35.605,58,19.9995,518
12183,2012/5/27,19,1,31.16,35.605,58,12.998,442
12184,2012/5/27,20,1,30.34,34.09,55,11.0014,392
12185,2012/5/27,21,3,27.06,31.06,69,27.9993,143
12186,2012/5/27,22,3,25.42,28.79,83,0,59
12187,2012/5/27,23,3,25.42,28.79,83,8.9981,96
12188,2012/5/28,0,1,25.42,28.79,83,15.0013,65
12189,2012/5/28,1,2,25.42,29.545,78,19.9995,59
12190,2012/5/28,2,1,24.6,28.03,83,15.0013,48
12191,2012/5/28,3,1,25.42,29.545,73,11.0014,18
12192,2012/5/28,4,1,24.6,28.79,78,8.9981,6
12193,2012/5/28,5,1,24.6,28.79,78,8.9981,9
12194,2012/5/28,6,1,25.42,29.545,73,11.0014,20
12195,2012/5/28,7,1,25.42,29.545,78,7.0015,67
12196,2012/5/28,8,1,27.06,31.06,69,0,155
12197,2012/5/28,9,1,28.7,32.575,61,0,263
12198,2012/5/28,10,1,28.7,32.575,61,0,364
12199,2012/5/28,11,1,29.52,34.09,66,8.9981,476
12200,2012/5/28,12,1,31.16,35.605,62,8.9981,525
12201,2012/5/28,13,1,32.8,39.395,63,19.0012,556
12202,2012/5/28,14,1,32.8,39.395,63,19.0012,465
12203,2012/5/28,15,1,33.62,39.395,56,19.9995,460
12204,2012/5/28,16,1,33.62,39.395,56,22.0028,501
12205,2012/5/28,17,1,33.62,39.395,56,19.9995,405
12206,2012/5/28,18,1,32.8,38.635,59,19.9995,383
12207,2012/5/28,19,1,32.8,37.88,55,19.9995,395
12208,2012/5/28,20,1,31.98,37.12,62,19.9995,317
12209,2012/5/28,21,1,31.16,36.365,66,19.0012,247
12210,2012/5/28,22,1,30.34,34.85,70,11.0014,157
12211,2012/5/28,23,1,29.52,34.85,74,11.0014,82
12212,2012/5/29,0,1,28.7,33.335,79,12.998,45
12213,2012/5/29,1,1,28.7,33.335,79,12.998,14
12214,2012/5/29,2,1,27.88,31.82,83,8.9981,8
12215,2012/5/29,3,1,27.88,31.82,79,19.0012,3
12216,2012/5/29,4,1,27.06,30.305,78,15.0013,5
12217,2012/5/29,5,1,27.06,30.305,78,15.0013,33
12218,2012/5/29,6,1,27.06,30.305,78,15.0013,154
12219,2012/5/29,7,1,27.06,30.305,78,15.0013,450
12220,2012/5/29,8,1,28.7,33.335,74,12.998,634
12221,2012/5/29,9,1,29.52,34.09,70,16.9979,257
12222,2012/5/29,10,1,30.34,34.85,70,19.9995,183
12223,2012/5/29,11,1,31.16,35.605,62,19.9995,197
12224,2012/5/29,12,1,32.8,37.88,55,22.0028,237
12225,2012/5/29,13,1,33.62,38.635,52,26.0027,239
12226,2012/5/29,14,1,33.62,38.635,52,27.9993,238
12227,2012/5/29,15,1,33.62,38.635,49,26.0027,256
12228,2012/5/29,16,1,33.62,38.635,49,32.9975,393
12229,2012/5/29,17,1,33.62,37.88,46,27.9993,781
12230,2012/5/29,18,1,32.8,37.12,49,32.9975,710
12231,2012/5/29,19,1,31.98,35.605,52,23.9994,526
12232,2012/5/29,20,3,28.7,32.575,61,35.0008,204
12233,2012/5/29,21,3,24.6,27.275,88,30.0026,71
12234,2012/5/29,22,2,25.42,28.03,88,6.0032,55
12235,2012/5/29,23,3,25.42,27.275,94,0,50
12236,2012/5/30,0,3,26.24,28.79,89,7.0015,36
12237,2012/5/30,1,3,26.24,28.79,89,12.998,4
12238,2012/5/30,2,3,25.42,27.275,94,6.0032,5
12239,2012/5/30,3,3,25.42,28.03,88,8.9981,5
12240,2012/5/30,4,2,25.42,28.03,88,8.9981,6
12241,2012/5/30,5,2,25.42,29.545,78,8.9981,41
12242,2012/5/30,6,2,24.6,28.79,78,7.0015,144
12243,2012/5/30,7,3,24.6,28.79,78,12.998,483
12244,2012/5/30,8,2,24.6,29.545,73,11.0014,671
12245,2012/5/30,9,2,25.42,30.305,69,12.998,305
12246,2012/5/30,10,2,25.42,30.305,69,19.0012,177
12247,2012/5/30,11,2,27.06,31.06,65,12.998,208
12248,2012/5/30,12,1,28.7,32.575,54,0,253
12249,2012/5/30,13,1,28.7,32.575,51,0,289
12250,2012/5/30,14,1,29.52,32.575,42,8.9981,252
12251,2012/5/30,15,1,29.52,33.335,51,8.9981,275
12252,2012/5/30,16,1,29.52,33.335,51,11.0014,398
12253,2012/5/30,17,1,30.34,33.335,48,6.0032,839
12254,2012/5/30,18,1,30.34,33.335,48,11.0014,796
12255,2012/5/30,19,1,29.52,33.335,54,11.0014,556
12256,2012/5/30,20,2,22.14,25.76,60,8.9981,431
12257,2012/5/30,21,1,27.88,31.82,57,7.0015,304
12258,2012/5/30,22,1,27.06,31.06,69,7.0015,217
12259,2012/5/30,23,1,27.06,31.06,65,7.0015,160
12260,2012/5/31,0,1,26.24,30.305,69,8.9981,61
12261,2012/5/31,1,1,26.24,30.305,69,6.0032,26
12262,2012/5/31,2,1,26.24,30.305,65,6.0032,14
12263,2012/5/31,3,1,25.42,30.305,69,6.0032,8
12264,2012/5/31,4,1,25.42,30.305,69,0,8
12265,2012/5/31,5,1,25.42,30.305,69,16.9979,33
12266,2012/5/31,6,1,24.6,29.545,73,15.0013,178
12267,2012/5/31,7,1,24.6,30.305,64,19.0012,507
12268,2012/5/31,8,1,25.42,31.06,57,16.9979,693
12269,2012/5/31,9,1,27.06,31.06,47,16.9979,311
12270,2012/5/31,10,1,28.7,31.82,39,26.0027,220
12271,2012/5/31,11,1,29.52,32.575,37,19.0012,218
12272,2012/5/31,12,1,29.52,32.575,37,12.998,292
12273,2012/5/31,13,1,30.34,32.575,35,8.9981,293
12274,2012/5/31,14,1,31.16,33.335,31,12.998,254
12275,2012/5/31,15,1,31.16,33.335,33,19.9995,290
12276,2012/5/31,16,1,31.16,33.335,33,19.0012,487
12277,2012/5/31,17,1,31.16,33.335,31,11.0014,827
12278,2012/5/31,18,1,30.34,32.575,30,12.998,785
12279,2012/5/31,19,1,29.52,32.575,34,11.0014,591
12280,2012/5/31,20,1,27.88,31.82,44,11.0014,479
12281,2012/5/31,21,1,27.88,31.82,44,11.0014,359
12282,2012/5/31,22,1,27.06,31.06,50,11.0014,264
12283,2012/5/31,23,1,27.06,31.06,54,15.0013,140
0,2012/5/00,0,0,0,0,0,0,195865
12284,2012/6/1,0,1,27.06,31.06,50,16.9979,86
12285,2012/6/1,1,1,26.24,31.06,53,15.0013,34
12286,2012/6/1,2,1,26.24,31.06,57,15.0013,16
12287,2012/6/1,3,2,25.42,29.545,73,6.0032,4
12288,2012/6/1,4,2,25.42,29.545,73,6.0032,6
12289,2012/6/1,5,2,25.42,29.545,78,6.0032,45
12290,2012/6/1,6,3,25.42,28.03,88,8.9981,141
12291,2012/6/1,7,2,26.24,28.79,89,12.998,402
12292,2012/6/1,8,2,26.24,28.79,89,12.998,694
12293,2012/6/1,9,2,26.24,28.79,83,15.0013,298
12294,2012/6/1,10,2,27.06,30.305,78,19.0012,204
12295,2012/6/1,11,2,28.7,33.335,74,19.0012,235
12296,2012/6/1,12,2,28.7,33.335,74,23.9994,310
12297,2012/6/1,13,1,29.52,34.09,70,19.9995,316
12298,2012/6/1,14,3,29.52,34.09,66,19.0012,254
12299,2012/6/1,15,3,29.52,34.09,66,19.0012,258
12300,2012/6/1,16,3,30.34,34.09,58,30.0026,222
12301,2012/6/1,17,3,28.7,32.575,70,16.9979,227
12302,2012/6/1,18,3,25.42,28.03,88,23.9994,110
12303,2012/6/1,19,3,25.42,28.03,88,23.9994,45
12304,2012/6/1,20,3,25.42,27.275,94,16.9979,39
12305,2012/6/1,21,3,26.24,29.545,78,16.9979,85
12306,2012/6/1,22,3,24.6,27.275,88,8.9981,23
12307,2012/6/1,23,3,24.6,27.275,88,8.9981,73
12308,2012/6/2,0,2,22.96,26.515,83,8.9981,86
12309,2012/6/2,1,2,22.96,26.515,83,7.0015,76
12310,2012/6/2,2,2,22.14,25.76,88,0,41
12311,2012/6/2,3,1,22.96,26.515,73,16.9979,26
12312,2012/6/2,4,1,22.14,25.76,68,19.0012,13
12313,2012/6/2,5,1,20.5,24.24,72,12.998,12
12314,2012/6/2,6,2,20.5,24.24,77,12.998,36
12315,2012/6/2,7,1,21.32,25,72,7.0015,86
12316,2012/6/2,8,1,22.14,25.76,64,11.0014,210
12317,2012/6/2,9,1,22.96,26.515,60,16.9979,332
12318,2012/6/2,10,1,24.6,31.06,53,19.9995,493
12319,2012/6/2,11,1,23.78,27.275,46,19.0012,536
12320,2012/6/2,12,1,25.42,31.06,43,23.9994,668
12321,2012/6/2,13,1,25.42,31.06,41,16.9979,679
12322,2012/6/2,14,1,26.24,31.06,38,19.9995,647
12323,2012/6/2,15,1,26.24,31.06,38,16.9979,702
12324,2012/6/2,16,1,26.24,31.06,38,16.9979,644
12325,2012/6/2,17,1,26.24,31.06,36,0,586
12326,2012/6/2,18,1,26.24,31.06,36,0,512
12327,2012/6/2,19,1,26.24,31.06,36,11.0014,554
12328,2012/6/2,20,1,25.42,31.06,35,19.0012,399
12329,2012/6/2,21,1,24.6,31.06,40,7.0015,316
12330,2012/6/2,22,1,23.78,27.275,46,8.9981,228
12331,2012/6/2,23,1,22.96,26.515,52,7.0015,238
12332,2012/6/3,0,1,22.14,25.76,60,11.0014,169
12333,2012/6/3,1,1,22.14,25.76,56,8.9981,121
12334,2012/6/3,2,1,21.32,25,59,7.0015,89
12335,2012/6/3,3,1,21.32,25,63,7.0015,50
12336,2012/6/3,4,1,20.5,24.24,72,6.0032,13
12337,2012/6/3,5,1,20.5,24.24,68,0,12
12338,2012/6/3,6,1,18.86,22.725,82,7.0015,22
12339,2012/6/3,7,1,20.5,24.24,68,7.0015,35
12340,2012/6/3,8,1,22.14,25.76,60,6.0032,140
12341,2012/6/3,9,1,24.6,31.06,46,12.998,300
12342,2012/6/3,10,1,25.42,31.06,43,15.0013,404
12343,2012/6/3,11,1,26.24,31.06,41,16.9979,511
12344,2012/6/3,12,1,27.06,31.06,39,19.9995,684
12345,2012/6/3,13,1,27.88,31.82,36,19.0012,686
12346,2012/6/3,14,1,27.88,31.82,36,22.0028,678
12347,2012/6/3,15,1,28.7,31.82,34,0,644
12348,2012/6/3,16,1,28.7,31.82,34,19.9995,662
12349,2012/6/3,17,1,28.7,31.82,34,16.9979,578
12350,2012/6/3,18,1,28.7,31.82,34,16.9979,496
12351,2012/6/3,19,1,27.88,31.82,34,19.0012,453
12352,2012/6/3,20,1,27.06,31.06,39,12.998,314
12353,2012/6/3,21,1,25.42,31.06,43,11.0014,246
12354,2012/6/3,22,1,25.42,31.06,50,26.0027,226
12355,2012/6/3,23,1,23.78,27.275,53,7.0015,108
12356,2012/6/4,0,1,23.78,27.275,53,0,49
12357,2012/6/4,1,3,22.96,26.515,60,11.0014,14
12358,2012/6/4,2,1,22.96,26.515,60,15.0013,11
12359,2012/6/4,3,2,22.96,26.515,60,11.0014,5
12360,2012/6/4,4,1,22.14,25.76,64,6.0032,8
12361,2012/6/4,5,1,21.32,25,68,0,35
12362,2012/6/4,6,1,21.32,25,68,0,139
12363,2012/6/4,7,1,22.96,26.515,60,15.0013,517
12364,2012/6/4,8,1,24.6,31.06,49,15.0013,665
12365,2012/6/4,9,1,25.42,31.06,43,19.0012,282
12366,2012/6/4,10,1,26.24,31.06,41,31.0009,187
12367,2012/6/4,11,1,26.24,31.06,38,32.9975,239
12368,2012/6/4,12,1,26.24,31.06,41,30.0026,282
12369,2012/6/4,13,1,26.24,31.06,41,23.9994,274
12370,2012/6/4,14,1,25.42,31.06,41,32.9975,270
12371,2012/6/4,15,1,27.06,31.06,39,19.9995,292
12372,2012/6/4,16,1,27.06,31.06,39,31.0009,448
12373,2012/6/4,17,1,26.24,31.06,38,30.0026,834
12374,2012/6/4,18,1,26.24,31.06,38,26.0027,822
12375,2012/6/4,19,1,25.42,31.06,38,27.9993,645
12376,2012/6/4,20,1,24.6,31.06,40,23.9994,461
12377,2012/6/4,21,1,23.78,27.275,49,16.9979,265
12378,2012/6/4,22,1,22.96,26.515,52,19.0012,168
12379,2012/6/4,23,1,23.78,27.275,49,19.9995,86
12380,2012/6/5,0,1,22.14,25.76,68,27.9993,34
12381,2012/6/5,1,2,21.32,25,77,22.0028,20
12382,2012/6/5,2,3,21.32,25,72,19.9995,8
12383,2012/6/5,3,3,20.5,24.24,82,12.998,5
12384,2012/6/5,4,3,20.5,24.24,82,12.998,5
12385,2012/6/5,5,3,19.68,23.485,82,11.0014,36
12386,2012/6/5,6,1,19.68,23.485,82,16.9979,184
12387,2012/6/5,7,1,19.68,23.485,77,19.9995,569
12388,2012/6/5,8,2,19.68,23.485,77,15.0013,710
12389,2012/6/5,9,2,21.32,25,72,16.9979,335
12390,2012/6/5,10,2,21.32,25,63,19.9995,176
12391,2012/6/5,11,2,22.96,26.515,56,12.998,227
12392,2012/6/5,12,2,22.14,25.76,56,15.0013,247
12393,2012/6/5,13,2,24.6,31.06,46,11.0014,267
12394,2012/6/5,14,2,23.78,27.275,46,11.0014,276
12395,2012/6/5,15,2,23.78,27.275,46,8.9981,272
12396,2012/6/5,16,1,24.6,31.06,43,12.998,473
12397,2012/6/5,17,1,24.6,31.06,43,0,850
12398,2012/6/5,18,1,24.6,31.06,43,12.998,790
12399,2012/6/5,19,1,23.78,27.275,46,16.9979,513
12400,2012/6/5,20,1,22.96,26.515,49,15.0013,415
12401,2012/6/5,21,1,22.14,25.76,56,11.0014,283
12402,2012/6/5,22,1,22.96,26.515,52,7.0015,193
12403,2012/6/5,23,1,22.14,25.76,56,6.0032,113
12404,2012/6/6,0,1,21.32,25,59,6.0032,49
12405,2012/6/6,1,1,21.32,25,68,0,27
12406,2012/6/6,2,1,20.5,24.24,68,0,11
12407,2012/6/6,3,1,18.86,22.725,82,0,8
12408,2012/6/6,4,1,18.86,22.725,82,7.0015,10
12409,2012/6/6,5,1,19.68,23.485,77,0,38
12410,2012/6/6,6,1,19.68,23.485,77,0,172
12411,2012/6/6,7,1,20.5,24.24,72,0,547
12412,2012/6/6,8,1,22.14,25.76,68,0,668
12413,2012/6/6,9,1,22.96,26.515,60,6.0032,303
12414,2012/6/6,10,1,24.6,31.06,46,6.0032,203
12415,2012/6/6,11,1,25.42,31.06,43,6.0032,226
12416,2012/6/6,12,1,25.42,31.06,38,0,315
12417,2012/6/6,13,1,25.42,31.06,41,6.0032,303
12418,2012/6/6,14,1,26.24,31.06,38,0,302
12419,2012/6/6,15,1,26.24,31.06,38,0,300
12420,2012/6/6,16,1,26.24,31.06,41,8.9981,452
12421,2012/6/6,17,1,25.42,31.06,43,8.9981,724
12422,2012/6/6,18,3,24.6,31.06,53,12.998,782
12423,2012/6/6,19,1,22.96,26.515,73,19.9995,538
12424,2012/6/6,20,1,22.14,25.76,73,19.0012,408
12425,2012/6/6,21,1,22.14,25.76,73,11.0014,298
12426,2012/6/6,22,1,21.32,25,77,6.0032,248
12427,2012/6/6,23,1,21.32,25,77,0,123
12428,2012/6/7,0,1,21.32,25,77,8.9981,59
12429,2012/6/7,1,1,21.32,25,77,11.0014,22
12430,2012/6/7,2,1,21.32,25,77,6.0032,12
12431,2012/6/7,3,1,20.5,24.24,77,7.0015,5
12432,2012/6/7,4,1,18.86,22.725,88,7.0015,6
12433,2012/6/7,5,1,19.68,23.485,82,6.0032,34
12434,2012/6/7,6,1,18.86,22.725,88,7.0015,170
12435,2012/6/7,7,1,20.5,24.24,82,11.0014,526
12436,2012/6/7,8,1,21.32,25,77,0,681
12437,2012/6/7,9,1,23.78,27.275,68,0,337
12438,2012/6/7,10,1,24.6,30.305,64,6.0032,210
12439,2012/6/7,11,1,27.06,31.06,47,15.0013,237
12440,2012/6/7,12,1,28.7,31.82,42,0,336
12441,2012/6/7,13,1,28.7,31.82,37,19.0012,315
12442,2012/6/7,14,1,29.52,32.575,37,16.9979,265
12443,2012/6/7,15,1,30.34,32.575,30,0,333
12444,2012/6/7,16,1,29.52,32.575,34,15.0013,466
12445,2012/6/7,17,1,29.52,32.575,34,16.9979,869
12446,2012/6/7,18,1,28.7,31.82,34,19.0012,813
12447,2012/6/7,19,1,28.7,31.82,34,19.0012,602
12448,2012/6/7,20,1,27.06,31.06,36,19.9995,478
12449,2012/6/7,21,1,25.42,31.06,41,22.0028,313
12450,2012/6/7,22,1,24.6,31.06,46,11.0014,228
12451,2012/6/7,23,1,22.96,26.515,52,8.9981,177
12452,2012/6/8,0,1,22.96,26.515,56,11.0014,77
12453,2012/6/8,1,1,22.96,26.515,56,11.0014,29
12454,2012/6/8,2,1,22.96,26.515,56,0,19
12455,2012/6/8,3,1,22.14,25.76,60,6.0032,8
12456,2012/6/8,4,1,21.32,25,63,0,10
12457,2012/6/8,5,1,20.5,24.24,72,7.0015,29
12458,2012/6/8,6,1,21.32,25,68,6.0032,139
12459,2012/6/8,7,1,21.32,25,72,7.0015,428
12460,2012/6/8,8,1,23.78,27.275,60,6.0032,700
12461,2012/6/8,9,1,25.42,31.06,53,11.0014,382
12462,2012/6/8,10,1,27.06,31.06,47,16.9979,249
12463,2012/6/8,11,1,28.7,31.82,42,16.9979,264
12464,2012/6/8,12,1,29.52,32.575,39,22.0028,369
12465,2012/6/8,13,1,30.34,32.575,37,16.9979,416
12466,2012/6/8,14,1,31.16,33.335,31,26.0027,373
12467,2012/6/8,15,1,31.16,33.335,29,19.0012,397
12468,2012/6/8,16,1,31.16,33.335,29,19.9995,523
12469,2012/6/8,17,1,31.16,33.335,29,12.998,793
12470,2012/6/8,18,1,31.16,33.335,27,15.0013,723
12471,2012/6/8,19,1,30.34,32.575,30,15.0013,555
12472,2012/6/8,20,1,29.52,32.575,32,8.9981,408
12473,2012/6/8,21,1,28.7,31.82,37,8.9981,339
12474,2012/6/8,22,1,27.88,31.82,41,7.0015,291
12475,2012/6/8,23,1,26.24,31.06,57,11.0014,215
12476,2012/6/9,0,1,26.24,31.06,53,7.0015,206
12477,2012/6/9,1,1,26.24,31.06,53,6.0032,123
12478,2012/6/9,2,1,26.24,31.06,50,15.0013,89
12479,2012/6/9,3,1,25.42,31.06,57,0,40
12480,2012/6/9,4,1,25.42,31.06,57,0,8
12481,2012/6/9,5,1,24.6,31.06,56,7.0015,19
12482,2012/6/9,6,1,22.96,26.515,64,7.0015,80
12483,2012/6/9,7,1,23.78,27.275,64,7.0015,87
12484,2012/6/9,8,1,25.42,30.305,61,7.0015,244
12485,2012/6/9,9,1,26.24,31.06,57,11.0014,340
12486,2012/6/9,10,1,28.7,32.575,51,7.0015,466
12487,2012/6/9,11,1,31.16,33.335,35,0,569
12488,2012/6/9,12,1,32.8,34.85,29,16.9979,531
12489,2012/6/9,13,1,33.62,34.85,24,19.0012,585
12490,2012/6/9,14,1,33.62,34.85,23,12.998,593
12491,2012/6/9,15,1,34.44,35.605,20,19.9995,555
12492,2012/6/9,16,1,33.62,34.85,24,12.998,534
12493,2012/6/9,17,1,34.44,35.605,24,0,495
12494,2012/6/9,18,1,33.62,34.85,24,15.0013,451
12495,2012/6/9,19,1,32.8,34.85,29,11.0014,360
12496,2012/6/9,20,1,31.16,33.335,35,15.0013,363
12497,2012/6/9,21,1,30.34,32.575,40,12.998,316
12498,2012/6/9,22,1,28.7,32.575,58,11.0014,214
12499,2012/6/9,23,1,27.88,31.82,61,11.0014,230
12500,2012/6/10,0,1,27.06,31.06,69,7.0015,158
12501,2012/6/10,1,1,26.24,30.305,73,8.9981,116
12502,2012/6/10,2,1,26.24,30.305,69,8.9981,73
12503,2012/6/10,3,1,26.24,30.305,73,7.0015,29
12504,2012/6/10,4,1,25.42,29.545,78,6.0032,10
12505,2012/6/10,5,1,25.42,30.305,69,6.0032,13
12506,2012/6/10,6,1,25.42,29.545,73,0,30
12507,2012/6/10,7,1,24.6,28.79,78,7.0015,62
12508,2012/6/10,8,1,26.24,30.305,73,6.0032,181
12509,2012/6/10,9,1,28.7,32.575,58,0,266
12510,2012/6/10,10,1,31.16,34.09,40,7.0015,413
12511,2012/6/10,11,1,31.16,34.09,45,6.0032,499
12512,2012/6/10,12,1,33.62,35.605,30,0,502
12513,2012/6/10,13,1,34.44,36.365,28,8.9981,492
12514,2012/6/10,14,1,34.44,36.365,30,8.9981,500
12515,2012/6/10,15,1,34.44,36.365,30,15.0013,475
12516,2012/6/10,16,1,34.44,37.12,36,19.0012,508
