instant,dteday,hr,weathersit,temp,atemp,hum,windspeed,season,holiday,weekday,workingday,cnt
15627,2012/10/18,7,1,18.04,21.97,88,16.9979,4,0,4,1,508
15628,2012/10/18,8,1,18.86,22.725,82,16.9979,4,0,4,1,834
15629,2012/10/18,9,2,20.5,24.24,77,11.0014,4,0,4,1,387
15630,2012/10/18,10,2,21.32,25,68,15.0013,4,0,4,1,218
15631,2012/10/18,11,2,22.96,26.515,56,15.0013,4,0,4,1,268
15632,2012/10/18,12,2,24.6,31.06,53,16.9979,4,0,4,1,377
15633,2012/10/18,13,1,25.42,31.06,53,23.9994,4,0,4,1,332
15634,2012/10/18,14,2,25.42,31.06,50,19.9995,4,0,4,1,285
15635,2012/10/18,15,2,24.6,30.305,60,12.998,4,0,4,1,353
15636,2012/10/18,16,1,24.6,31.06,56,19.0012,4,0,4,1,450
15637,2012/10/18,17,2,23.78,27.275,64,22.0028,4,0,4,1,890
15638,2012/10/18,18,2,22.96,26.515,64,22.0028,4,0,4,1,788
15639,2012/10/18,19,2,22.96,26.515,68,19.9995,4,0,4,1,513
15640,2012/10/18,20,2,22.96,26.515,68,16.9979,4,0,4,1,387
15641,2012/10/18,21,2,22.14,25.76,77,12.998,4,0,4,1,283
15642,2012/10/18,22,2,22.14,25.76,83,12.998,4,0,4,1,229
15643,2012/10/18,23,2,22.14,25.76,83,0,4,0,4,1,117
15644,2012/10/19,0,2,22.96,26.515,83,7.0015,4,0,5,1,56
15645,2012/10/19,1,3,22.14,25.76,88,0,4,0,5,1,16
15646,2012/10/19,2,2,22.14,25.76,88,0,4,0,5,1,10
15647,2012/10/19,3,2,22.96,26.515,83,0,4,0,5,1,5
15648,2012/10/19,4,2,22.96,26.515,83,0,4,0,5,1,6
15649,2012/10/19,5,2,22.14,25.76,88,0,4,0,5,1,36
15650,2012/10/19,6,3,22.14,25.76,94,11.0014,4,0,5,1,131
15651,2012/10/19,7,3,22.14,25.76,94,0,4,0,5,1,154
15652,2012/10/19,8,2,22.14,25.76,94,7.0015,4,0,5,1,467
15653,2012/10/19,9,2,22.14,25.76,94,7.0015,4,0,5,1,389
15654,2012/10/19,10,2,23.78,27.275,88,12.998,4,0,5,1,224
15655,2012/10/19,11,1,24.6,28.03,83,12.998,4,0,5,1,252
15656,2012/10/19,12,1,26.24,30.305,69,15.0013,4,0,5,1,332
15657,2012/10/19,13,1,25.42,29.545,73,15.0013,4,0,5,1,375
15658,2012/10/19,14,1,27.06,31.06,61,16.9979,4,0,5,1,365
15659,2012/10/19,15,1,26.24,30.305,65,19.9995,4,0,5,1,395
15660,2012/10/19,16,3,25.42,30.305,69,23.9994,4,0,5,1,565
15661,2012/10/19,17,3,25.42,30.305,69,23.9994,4,0,5,1,425
15662,2012/10/19,18,1,22.96,26.515,83,7.0015,4,0,5,1,233
15663,2012/10/19,19,1,22.14,25.76,88,11.0014,4,0,5,1,232
15664,2012/10/19,20,1,21.32,25,77,12.998,4,0,5,1,229
15665,2012/10/19,21,1,20.5,24.24,77,0,4,0,5,1,206
15666,2012/10/19,22,1,20.5,24.24,77,6.0032,4,0,5,1,190
15667,2012/10/19,23,1,18.86,22.725,88,7.0015,4,0,5,1,131
15668,2012/10/20,0,1,18.86,22.725,82,8.9981,4,0,6,0,123
15669,2012/10/20,1,1,18.86,22.725,72,8.9981,4,0,6,0,95
15670,2012/10/20,2,1,18.04,21.97,77,7.0015,4,0,6,0,78
15671,2012/10/20,3,1,17.22,21.21,77,8.9981,4,0,6,0,29
15672,2012/10/20,4,1,18.04,21.97,72,0,4,0,6,0,18
15673,2012/10/20,5,1,16.4,20.455,82,0,4,0,6,0,13
15674,2012/10/20,6,1,17.22,21.21,71,0,4,0,6,0,31
15675,2012/10/20,7,1,16.4,20.455,82,0,4,0,6,0,65
15676,2012/10/20,8,1,18.86,22.725,67,8.9981,4,0,6,0,193
15677,2012/10/20,9,1,20.5,24.24,59,8.9981,4,0,6,0,363
15678,2012/10/20,10,1,21.32,25,52,8.9981,4,0,6,0,423
15679,2012/10/20,11,1,22.14,25.76,52,15.0013,4,0,6,0,612
15680,2012/10/20,12,1,22.96,26.515,46,7.0015,4,0,6,0,703
15681,2012/10/20,13,1,22.96,26.515,43,11.0014,4,0,6,0,714
15682,2012/10/20,14,1,22.96,26.515,40,0,4,0,6,0,711
15683,2012/10/20,15,1,22.96,26.515,43,0,4,0,6,0,711
15684,2012/10/20,16,1,22.14,25.76,42,19.0012,4,0,6,0,691
15685,2012/10/20,17,1,22.14,25.76,37,15.0013,4,0,6,0,731
15686,2012/10/20,18,1,21.32,25,39,15.0013,4,0,6,0,521
15687,2012/10/20,19,1,20.5,24.24,45,8.9981,4,0,6,0,345
15688,2012/10/20,20,1,20.5,24.24,39,15.0013,4,0,6,0,259
15689,2012/10/20,21,1,18.86,22.725,47,15.0013,4,0,6,0,296
15690,2012/10/20,22,1,18.04,21.97,51,7.0015,4,0,6,0,202
15691,2012/10/20,23,1,17.22,21.21,58,0,4,0,6,0,163
15692,2012/10/21,0,1,18.04,21.97,54,11.0014,4,0,0,0,154
15693,2012/10/21,1,1,17.22,21.21,58,15.0013,4,0,0,0,117
15694,2012/10/21,2,1,16.4,20.455,62,11.0014,4,0,0,0,132
15695,2012/10/21,3,1,15.58,19.695,66,6.0032,4,0,0,0,41
15696,2012/10/21,4,1,14.76,17.425,71,11.0014,4,0,0,0,21
15697,2012/10/21,5,1,15.58,19.695,66,6.0032,4,0,0,0,10
15698,2012/10/21,6,1,16.4,20.455,62,0,4,0,0,0,26
15699,2012/10/21,7,1,16.4,20.455,62,0,4,0,0,0,56
15700,2012/10/21,8,1,17.22,21.21,67,0,4,0,0,0,143
15701,2012/10/21,9,1,18.86,22.725,55,11.0014,4,0,0,0,269
15702,2012/10/21,10,1,20.5,24.24,48,19.9995,4,0,0,0,443
15703,2012/10/21,11,1,21.32,25,44,22.0028,4,0,0,0,547
15704,2012/10/21,12,1,22.14,25.76,39,22.0028,4,0,0,0,675
15705,2012/10/21,13,1,22.96,26.515,37,16.9979,4,0,0,0,626
15706,2012/10/21,14,1,22.96,26.515,35,12.998,4,0,0,0,640
15707,2012/10/21,15,1,22.96,26.515,35,22.0028,4,0,0,0,623
15708,2012/10/21,16,1,22.14,25.76,37,15.0013,4,0,0,0,591
15709,2012/10/21,17,1,21.32,25,39,16.9979,4,0,0,0,491
15710,2012/10/21,18,1,21.32,25,39,12.998,4,0,0,0,413
15711,2012/10/21,19,1,20.5,24.24,42,11.0014,4,0,0,0,266
15712,2012/10/21,20,1,19.68,23.485,44,12.998,4,0,0,0,195
15713,2012/10/21,21,1,17.22,21.21,54,11.0014,4,0,0,0,166
15714,2012/10/21,22,1,17.22,21.21,54,0,4,0,0,0,113
15715,2012/10/21,23,1,18.04,21.97,54,0,4,0,0,0,66
15716,2012/10/22,0,1,16.4,20.455,62,0,4,0,1,1,31
15717,2012/10/22,1,1,16.4,20.455,71,0,4,0,1,1,11
15718,2012/10/22,2,1,15.58,19.695,71,0,4,0,1,1,5
15719,2012/10/22,3,1,16.4,20.455,62,0,4,0,1,1,6
15720,2012/10/22,4,1,15.58,19.695,66,0,4,0,1,1,7
15721,2012/10/22,5,1,15.58,19.695,76,6.0032,4,0,1,1,46
15722,2012/10/22,6,1,14.76,18.18,76,6.0032,4,0,1,1,144
15723,2012/10/22,7,1,15.58,19.695,66,6.0032,4,0,1,1,452
15724,2012/10/22,8,1,18.04,21.97,67,0,4,0,1,1,728
15725,2012/10/22,9,1,18.86,22.725,63,6.0032,4,0,1,1,360
15726,2012/10/22,10,1,20.5,24.24,55,0,4,0,1,1,212
15727,2012/10/22,11,1,22.96,26.515,37,11.0014,4,0,1,1,211
15728,2012/10/22,12,1,23.78,27.275,35,0,4,0,1,1,283
15729,2012/10/22,13,1,25.42,31.06,29,11.0014,4,0,1,1,315
15730,2012/10/22,14,1,25.42,30.305,27,12.998,4,0,1,1,282
15731,2012/10/22,15,1,26.24,31.06,29,11.0014,4,0,1,1,296
15732,2012/10/22,16,1,25.42,31.06,33,11.0014,4,0,1,1,524
15733,2012/10/22,17,1,25.42,31.06,33,7.0015,4,0,1,1,922
15734,2012/10/22,18,1,22.14,25.76,64,7.0015,4,0,1,1,786
15735,2012/10/22,19,1,21.32,25,52,7.0015,4,0,1,1,514
15736,2012/10/22,20,1,20.5,24.24,59,7.0015,4,0,1,1,403
15737,2012/10/22,21,1,19.68,23.485,67,6.0032,4,0,1,1,174
15738,2012/10/22,22,1,18.86,22.725,82,8.9981,4,0,1,1,183
15739,2012/10/22,23,1,18.86,22.725,82,7.0015,4,0,1,1,163
15740,2012/10/23,0,1,18.86,22.725,88,11.0014,4,0,2,1,37
15741,2012/10/23,1,1,18.86,22.725,77,11.0014,4,0,2,1,17
15742,2012/10/23,2,1,18.04,21.97,88,8.9981,4,0,2,1,7
15743,2012/10/23,3,1,18.04,21.97,77,8.9981,4,0,2,1,1
15744,2012/10/23,4,1,17.22,21.21,77,7.0015,4,0,2,1,7
15745,2012/10/23,5,1,18.04,21.97,77,6.0032,4,0,2,1,50
15746,2012/10/23,6,1,16.4,20.455,82,6.0032,4,0,2,1,158
15747,2012/10/23,7,2,18.04,21.97,77,7.0015,4,0,2,1,531
15748,2012/10/23,8,2,18.86,22.725,72,6.0032,4,0,2,1,761
15749,2012/10/23,9,2,20.5,24.24,72,7.0015,4,0,2,1,334
15750,2012/10/23,10,1,22.14,25.76,60,0,4,0,2,1,221
15751,2012/10/23,11,1,24.6,31.06,53,0,4,0,2,1,253
15752,2012/10/23,12,2,25.42,31.06,46,6.0032,4,0,2,1,378
15753,2012/10/23,13,2,26.24,31.06,44,0,4,0,2,1,303
15754,2012/10/23,14,1,27.88,31.82,41,11.0014,4,0,2,1,296
15755,2012/10/23,15,1,27.88,31.82,41,15.0013,4,0,2,1,346
15756,2012/10/23,16,1,27.88,31.82,44,6.0032,4,0,2,1,541
15757,2012/10/23,17,1,27.88,31.82,41,0,4,0,2,1,938
15758,2012/10/23,18,1,25.42,31.06,53,6.0032,4,0,2,1,826
15759,2012/10/23,19,1,25.42,31.06,57,6.0032,4,0,2,1,482
15760,2012/10/23,20,1,23.78,27.275,64,8.9981,4,0,2,1,379
15761,2012/10/23,21,1,22.96,26.515,68,0,4,0,2,1,295
15762,2012/10/23,22,1,22.96,26.515,68,7.0015,4,0,2,1,194
15763,2012/10/23,23,1,22.14,25.76,73,7.0015,4,0,2,1,111
15764,2012/10/24,0,1,22.14,25.76,73,6.0032,4,0,3,1,46
15765,2012/10/24,1,1,22.14,25.76,68,0,4,0,3,1,27
15766,2012/10/24,2,1,22.14,25.76,68,0,4,0,3,1,6
15767,2012/10/24,3,1,20.5,24.24,77,6.0032,4,0,3,1,4
15768,2012/10/24,4,1,20.5,24.24,77,6.0032,4,0,3,1,6
15769,2012/10/24,5,1,20.5,24.24,82,0,4,0,3,1,53
15770,2012/10/24,6,1,19.68,23.485,82,7.0015,4,0,3,1,173
15771,2012/10/24,7,1,20.5,24.24,88,6.0032,4,0,3,1,526
15772,2012/10/24,8,2,21.32,25,83,7.0015,4,0,3,1,801
15773,2012/10/24,9,2,21.32,25,77,6.0032,4,0,3,1,373
15774,2012/10/24,10,2,22.14,25.76,73,0,4,0,3,1,171
15775,2012/10/24,11,1,23.78,27.275,64,0,4,0,3,1,236
15776,2012/10/24,12,1,25.42,30.305,61,6.0032,4,0,3,1,316
15777,2012/10/24,13,1,27.06,31.06,54,0,4,0,3,1,306
15778,2012/10/24,14,1,30.34,32.575,30,16.9979,4,0,3,1,301
15779,2012/10/24,15,1,28.7,31.82,39,7.0015,4,0,3,1,308
15780,2012/10/24,16,1,30.34,32.575,33,8.9981,4,0,3,1,532
15781,2012/10/24,17,1,27.06,31.06,47,0,4,0,3,1,963
15782,2012/10/24,18,1,27.06,31.06,44,0,4,0,3,1,858
15783,2012/10/24,19,2,26.24,31.06,53,6.0032,4,0,3,1,572
15784,2012/10/24,20,2,25.42,30.305,61,6.0032,4,0,3,1,441
15785,2012/10/24,21,2,25.42,30.305,61,7.0015,4,0,3,1,313
15786,2012/10/24,22,2,24.6,30.305,64,8.9981,4,0,3,1,238
15787,2012/10/24,23,2,23.78,27.275,68,6.0032,4,0,3,1,123
15788,2012/10/25,0,2,24.6,30.305,64,7.0015,4,0,4,1,76
15789,2012/10/25,1,1,23.78,27.275,68,0,4,0,4,1,28
15790,2012/10/25,2,1,22.14,25.76,77,0,4,0,4,1,18
15791,2012/10/25,3,2,21.32,25,88,8.9981,4,0,4,1,8
15792,2012/10/25,4,2,21.32,25,88,7.0015,4,0,4,1,5
15794,2012/10/25,6,2,21.32,25,88,12.998,4,0,4,1,171
15795,2012/10/25,7,2,21.32,25,88,12.998,4,0,4,1,495
15796,2012/10/25,8,2,21.32,25,83,11.0014,4,0,4,1,779
15797,2012/10/25,9,2,21.32,25,83,12.998,4,0,4,1,343
15798,2012/10/25,10,2,22.14,25.76,83,8.9981,4,0,4,1,225
15799,2012/10/25,11,2,22.14,25.76,83,7.0015,4,0,4,1,238
15800,2012/10/25,12,2,22.96,26.515,78,7.0015,4,0,4,1,319
15801,2012/10/25,13,2,22.96,26.515,78,0,4,0,4,1,313
15802,2012/10/25,14,1,24.6,29.545,73,8.9981,4,0,4,1,285
15803,2012/10/25,15,1,25.42,30.305,65,8.9981,4,0,4,1,305
15804,2012/10/25,16,1,24.6,29.545,69,11.0014,4,0,4,1,499
15805,2012/10/25,17,1,24.6,29.545,69,11.0014,4,0,4,1,886
15806,2012/10/25,18,1,22.96,26.515,83,7.0015,4,0,4,1,809
15807,2012/10/25,19,1,22.14,25.76,83,12.998,4,0,4,1,542
15808,2012/10/25,20,2,21.32,25,88,8.9981,4,0,4,1,347
15809,2012/10/25,21,2,21.32,25,88,8.9981,4,0,4,1,271
15810,2012/10/25,22,2,22.14,25.76,83,6.0032,4,0,4,1,207
15811,2012/10/25,23,2,22.14,25.76,83,8.9981,4,0,4,1,135
15812,2012/10/26,0,2,22.14,25.76,77,0,4,0,5,1,71
15813,2012/10/26,1,2,21.32,25,88,6.0032,4,0,5,1,36
15814,2012/10/26,2,2,21.32,25,88,7.0015,4,0,5,1,19
15815,2012/10/26,3,2,21.32,25,88,11.0014,4,0,5,1,13
15816,2012/10/26,4,2,21.32,25,88,11.0014,4,0,5,1,5
15817,2012/10/26,5,2,21.32,25,88,7.0015,4,0,5,1,50
15818,2012/10/26,6,2,21.32,25,88,6.0032,4,0,5,1,144
15819,2012/10/26,7,2,21.32,25,88,7.0015,4,0,5,1,421
15820,2012/10/26,8,2,22.14,25.76,88,8.9981,4,0,5,1,734
15821,2012/10/26,9,2,22.14,25.76,88,8.9981,4,0,5,1,403
15822,2012/10/26,10,2,22.14,25.76,88,7.0015,4,0,5,1,197
15823,2012/10/26,11,2,22.96,26.515,78,11.0014,4,0,5,1,290
15824,2012/10/26,12,2,23.78,27.275,73,12.998,4,0,5,1,392
15825,2012/10/26,13,2,23.78,27.275,68,8.9981,4,0,5,1,337
15826,2012/10/26,14,2,24.6,30.305,64,8.9981,4,0,5,1,351
15827,2012/10/26,15,2,25.42,30.305,61,7.0015,4,0,5,1,448
15828,2012/10/26,16,2,23.78,27.275,73,11.0014,4,0,5,1,582
15829,2012/10/26,17,2,22.96,26.515,76,12.998,4,0,5,1,817
15830,2012/10/26,18,2,22.96,26.515,78,8.9981,4,0,5,1,665
15831,2012/10/26,19,2,22.14,25.76,83,11.0014,4,0,5,1,471
15832,2012/10/26,20,2,22.14,25.76,83,11.0014,4,0,5,1,311
15833,2012/10/26,21,2,22.14,25.76,77,8.9981,4,0,5,1,292
15834,2012/10/26,22,2,21.32,25,83,8.9981,4,0,5,1,217
15835,2012/10/26,23,1,21.32,25,83,11.0014,4,0,5,1,178
15836,2012/10/27,0,1,20.5,24.24,88,8.9981,4,0,6,0,142
15837,2012/10/27,1,2,20.5,24.24,88,8.9981,4,0,6,0,146
15838,2012/10/27,2,2,20.5,24.24,88,12.998,4,0,6,0,90
15839,2012/10/27,3,1,20.5,24.24,88,11.0014,4,0,6,0,26
15840,2012/10/27,4,2,20.5,24.24,88,11.0014,4,0,6,0,13
15841,2012/10/27,5,2,20.5,24.24,82,12.998,4,0,6,0,9
15842,2012/10/27,6,2,20.5,24.24,82,12.998,4,0,6,0,31
15843,2012/10/27,7,1,19.68,23.485,83,12.998,4,0,6,0,86
15844,2012/10/27,8,1,20.5,24.24,77,16.9979,4,0,6,0,213
15845,2012/10/27,9,1,20.5,24.24,77,16.9979,4,0,6,0,328
15846,2012/10/27,10,1,22.14,25.76,73,19.0012,4,0,6,0,479
15847,2012/10/27,11,1,22.96,26.515,64,19.0012,4,0,6,0,585
15848,2012/10/27,12,1,24.6,31.06,53,16.9979,4,0,6,0,668
15849,2012/10/27,13,1,24.6,31.06,43,16.9979,4,0,6,0,760
15850,2012/10/27,14,1,24.6,31.06,46,16.9979,4,0,6,0,750
15851,2012/10/27,15,2,22.96,26.515,60,19.0012,4,0,6,0,711
15852,2012/10/27,16,2,22.96,26.515,64,19.0012,4,0,6,0,612
15853,2012/10/27,17,2,22.96,26.515,64,19.0012,4,0,6,0,618
15854,2012/10/27,18,2,22.96,26.515,64,19.0012,4,0,6,0,456
15855,2012/10/27,19,2,21.32,25,72,15.0013,4,0,6,0,300
15856,2012/10/27,20,2,21.32,25,72,15.0013,4,0,6,0,296
15857,2012/10/27,21,2,21.32,25,72,15.0013,4,0,6,0,209
15858,2012/10/27,22,2,21.32,25,72,16.9979,4,0,6,0,157
15859,2012/10/27,23,2,21.32,25,68,26.0027,4,0,6,0,167
15860,2012/10/28,0,3,21.32,25,68,19.9995,4,0,0,0,117
15861,2012/10/28,1,2,20.5,24.24,72,19.0012,4,0,0,0,133
15862,2012/10/28,2,2,20.5,24.24,68,19.9995,4,0,0,0,116
15863,2012/10/28,3,2,20.5,24.24,63,22.0028,4,0,0,0,79
15864,2012/10/28,4,2,20.5,24.24,63,23.9994,4,0,0,0,20
15865,2012/10/28,5,2,20.5,24.24,63,19.9995,4,0,0,0,28
15866,2012/10/28,6,2,20.5,24.24,59,22.0028,4,0,0,0,39
15867,2012/10/28,7,2,20.5,24.24,59,19.9995,4,0,0,0,65
15868,2012/10/28,8,2,20.5,24.24,59,36.9974,4,0,0,0,173
15869,2012/10/28,9,2,20.5,24.24,55,27.9993,4,0,0,0,330
15870,2012/10/28,10,2,19.68,23.485,51,27.9993,4,0,0,0,434
15871,2012/10/28,11,2,20.5,24.24,51,26.0027,4,0,0,0,462
15872,2012/10/28,12,2,19.68,23.485,59,32.9975,4,0,0,0,491
15873,2012/10/28,13,2,19.68,23.485,59,27.9993,4,0,0,0,391
15874,2012/10/28,14,2,20.5,24.24,59,30.0026,4,0,0,0,402
15875,2012/10/28,15,2,20.5,24.24,63,32.9975,4,0,0,0,301
15876,2012/10/28,16,3,19.68,23.485,67,31.0009,4,0,0,0,293
15877,2012/10/28,17,3,18.86,22.725,77,35.0008,4,0,0,0,225
15878,2012/10/28,18,3,17.22,21.21,94,32.9975,4,0,0,0,154
15879,2012/10/28,19,3,17.22,21.21,94,23.9994,4,0,0,0,54
15880,2012/10/28,20,3,17.22,21.21,94,31.0009,4,0,0,0,55
15881,2012/10/28,21,3,18.04,21.97,88,27.9993,4,0,0,0,46
15882,2012/10/28,22,3,18.04,21.97,88,23.9994,4,0,0,0,37
15883,2012/10/28,23,3,17.22,21.21,94,23.9994,4,0,0,0,14
15884,2012/10/29,0,3,18.04,21.97,88,23.9994,4,0,1,1,22
15885,2012/10/30,13,3,12.3,13.635,81,23.9994,4,0,2,1,116
15886,2012/10/30,14,3,12.3,13.635,81,23.9994,4,0,2,1,126
15887,2012/10/30,15,3,12.3,14.395,87,16.9979,4,0,2,1,124
15888,2012/10/30,16,3,12.3,14.395,87,16.9979,4,0,2,1,98
15889,2012/10/30,17,3,12.3,14.395,87,15.0013,4,0,2,1,124
15890,2012/10/30,18,3,12.3,15.15,87,8.9981,4,0,2,1,143
15891,2012/10/30,19,2,20.5,24.24,68,12.998,4,0,2,1,115
15892,2012/10/30,20,2,12.3,14.395,81,12.998,4,0,2,1,81
15893,2012/10/30,21,2,12.3,15.91,87,7.0015,4,0,2,1,64
15894,2012/10/30,22,1,12.3,15.15,81,8.9981,4,0,2,1,66
15895,2012/10/30,23,1,12.3,15.15,81,8.9981,4,0,2,1,39
15896,2012/10/31,0,2,12.3,15.91,81,7.0015,4,0,3,1,16
15897,2012/10/31,1,2,12.3,15.91,81,6.0032,4,0,3,1,8
15898,2012/10/31,2,2,12.3,15.15,81,8.9981,4,0,3,1,7
15899,2012/10/31,3,2,12.3,15.91,81,7.0015,4,0,3,1,3
15900,2012/10/31,4,2,12.3,14.395,87,12.998,4,0,3,1,5
15901,2012/10/31,5,2,12.3,15.15,81,8.9981,4,0,3,1,24
15902,2012/10/31,6,1,12.3,15.15,81,11.0014,4,0,3,1,116
15903,2012/10/31,7,2,12.3,15.15,87,8.9981,4,0,3,1,337
15904,2012/10/31,8,1,13.12,16.665,81,8.9981,4,0,3,1,621
15905,2012/10/31,9,1,13.94,16.665,76,8.9981,4,0,3,1,297
15906,2012/10/31,10,1,14.76,16.665,71,19.0012,4,0,3,1,168
15907,2012/10/31,11,2,14.76,17.425,66,15.0013,4,0,3,1,189
15908,2012/10/31,12,1,16.4,20.455,58,12.998,4,0,3,1,241
15909,2012/10/31,13,1,17.22,21.21,50,15.0013,4,0,3,1,213
15910,2012/10/31,14,2,17.22,21.21,50,15.0013,4,0,3,1,224
15911,2012/10/31,15,1,17.22,21.21,54,11.0014,4,0,3,1,230
15912,2012/10/31,16,2,17.22,21.21,54,15.0013,4,0,3,1,424
15913,2012/10/31,17,2,16.4,20.455,58,11.0014,4,0,3,1,723
15914,2012/10/31,18,2,16.4,20.455,58,11.0014,4,0,3,1,584
15915,2012/10/31,19,2,16.4,20.455,50,12.998,4,0,3,1,410
15916,2012/10/31,20,2,16.4,20.455,50,12.998,4,0,3,1,268
15917,2012/10/31,21,2,16.4,20.455,50,12.998,4,0,3,1,192
15918,2012/10/31,22,1,14.76,17.425,57,8.9981,4,0,3,1,165
15919,2012/10/31,23,1,14.76,18.18,57,6.0032,4,0,3,1,101
15920,2012/11/1,0,1,14.76,18.18,57,6.0032,4,0,4,1,60
15921,2012/11/1,1,1,12.3,15.91,75,7.0015,4,0,4,1,30
15922,2012/11/1,2,1,13.12,16.665,66,8.9981,4,0,4,1,20
15923,2012/11/1,3,1,13.94,16.665,61,8.9981,4,0,4,1,15
15924,2012/11/1,4,2,13.94,17.425,66,7.0015,4,0,4,1,10
15925,2012/11/1,5,1,13.94,16.665,66,8.9981,4,0,4,1,40
15926,2012/11/1,6,1,13.94,16.665,61,11.0014,4,0,4,1,148
15927,2012/11/1,7,2,14.76,17.425,57,11.0014,4,0,4,1,420
15928,2012/11/1,8,2,14.76,18.94,56,7.0015,4,0,4,1,680
15929,2012/11/1,9,3,14.76,18.18,57,7.0015,4,0,4,1,331
15930,2012/11/1,10,3,14.76,17.425,62,12.998,4,0,4,1,146
15931,2012/11/1,11,3,14.76,17.425,62,12.998,4,0,4,1,170
15932,2012/11/1,12,3,15.58,19.695,62,11.0014,4,0,4,1,221
15933,2012/11/1,13,2,16.4,20.455,58,11.0014,4,0,4,1,248
15934,2012/11/1,14,2,16.4,20.455,50,15.0013,4,0,4,1,185
15935,2012/11/1,15,2,16.4,20.455,54,11.0014,4,0,4,1,214
15936,2012/11/1,16,2,16.4,20.455,54,11.0014,4,0,4,1,344
15937,2012/11/1,17,3,16.4,20.455,50,15.0013,4,0,4,1,689
15938,2012/11/1,18,2,16.4,20.455,50,11.0014,4,0,4,1,678
15939,2012/11/1,19,2,16.4,20.455,50,11.0014,4,0,4,1,452
15940,2012/11/1,20,2,15.58,19.695,54,16.9979,4,0,4,1,296
15941,2012/11/1,21,2,15.58,19.695,54,8.9981,4,0,4,1,267
15942,2012/11/1,22,1,14.76,17.425,57,11.0014,4,0,4,1,202
15943,2012/11/1,23,1,13.94,16.665,57,11.0014,4,0,4,1,120
15944,2012/11/2,0,1,13.94,16.665,57,11.0014,4,0,5,1,50
15945,2012/11/2,1,1,13.12,15.91,66,11.0014,4,0,5,1,24
15946,2012/11/2,2,1,13.12,15.91,66,11.0014,4,0,5,1,10
15947,2012/11/2,3,1,12.3,15.15,70,11.0014,4,0,5,1,3
15948,2012/11/2,4,1,12.3,15.91,70,7.0015,4,0,5,1,7
15949,2012/11/2,5,2,13.12,15.91,66,11.0014,4,0,5,1,26
15950,2012/11/2,6,1,12.3,15.15,70,11.0014,4,0,5,1,122
15951,2012/11/2,7,2,12.3,15.15,70,8.9981,4,0,5,1,357
15952,2012/11/2,8,1,13.12,16.665,57,7.0015,4,0,5,1,687
15953,2012/11/2,9,1,13.94,17.425,53,7.0015,4,0,5,1,382
15954,2012/11/2,10,1,15.58,19.695,46,19.9995,4,0,5,1,204
15955,2012/11/2,11,1,17.22,21.21,41,27.9993,4,0,5,1,221
15956,2012/11/2,12,1,17.22,21.21,41,23.9994,4,0,5,1,292
15957,2012/11/2,13,1,16.4,20.455,43,23.9994,4,0,5,1,294
15958,2012/11/2,14,2,16.4,20.455,40,32.9975,4,0,5,1,262
15959,2012/11/2,15,2,16.4,20.455,40,27.9993,4,0,5,1,306
15960,2012/11/2,16,1,15.58,19.695,40,22.0028,4,0,5,1,421
15961,2012/11/2,17,1,15.58,19.695,40,22.0028,4,0,5,1,638
15962,2012/11/2,18,2,15.58,19.695,43,22.0028,4,0,5,1,522
15963,2012/11/2,19,2,15.58,19.695,43,19.9995,4,0,5,1,374
15964,2012/11/2,20,2,14.76,16.665,46,27.9993,4,0,5,1,221
15965,2012/11/2,21,2,14.76,16.665,46,23.9994,4,0,5,1,156
15966,2012/11/2,22,1,14.76,16.665,46,16.9979,4,0,5,1,149
15967,2012/11/2,23,1,13.94,15.15,53,19.9995,4,0,5,1,119
15968,2012/11/3,0,1,13.94,16.665,53,11.0014,4,0,6,0,108
15969,2012/11/3,1,2,13.94,15.15,49,22.0028,4,0,6,0,89
15970,2012/11/3,2,2,13.94,15.91,49,16.9979,4,0,6,0,46
15971,2012/11/3,3,2,13.94,15.91,49,16.9979,4,0,6,0,28
15972,2012/11/3,4,2,13.12,15.15,49,19.9995,4,0,6,0,16
15973,2012/11/3,5,2,13.12,15.15,49,16.9979,4,0,6,0,9
15974,2012/11/3,6,2,13.12,15.91,49,12.998,4,0,6,0,21
15975,2012/11/3,7,2,13.12,15.15,49,16.9979,4,0,6,0,59
15976,2012/11/3,8,2,13.94,15.15,46,19.9995,4,0,6,0,142
15977,2012/11/3,9,2,13.94,15.15,49,19.9995,4,0,6,0,219
15978,2012/11/3,10,1,14.76,16.665,46,26.0027,4,0,6,0,328
15979,2012/11/3,11,2,14.76,16.665,46,26.0027,4,0,6,0,340
15980,2012/11/3,12,2,14.76,15.91,46,31.0009,4,0,6,0,394
15981,2012/11/3,13,2,14.76,16.665,46,23.9994,4,0,6,0,449
15982,2012/11/3,14,2,14.76,16.665,50,22.0028,4,0,6,0,455
15983,2012/11/3,15,2,14.76,15.91,46,30.0026,4,0,6,0,448
15984,2012/11/3,16,2,14.76,16.665,46,22.0028,4,0,6,0,400
15985,2012/11/3,17,2,14.76,16.665,46,19.9995,4,0,6,0,410
15986,2012/11/3,18,2,14.76,16.665,46,19.0012,4,0,6,0,297
15987,2012/11/3,19,1,14.76,17.425,50,11.0014,4,0,6,0,239
15988,2012/11/3,20,1,13.94,16.665,53,8.9981,4,0,6,0,181
15989,2012/11/3,21,1,13.94,17.425,53,7.0015,4,0,6,0,166
15990,2012/11/3,22,1,13.12,16.665,57,7.0015,4,0,6,0,146
